edge_id,mean_speed,max_occupancy,mean_occupancy,waiting_time,sample_count,congested
106621767#1,3.945,0.037,0.044,1.0,34,1
107537252#2,2.886,0.105,0.051,3.0,102,1
106618430,1.716,0.051,0.055,0.0,56,1
107552029#1,2.595,0.037,0.036,1.0,52,1
-681140076#2,1.752,0.115,0.092,0.0,25,1
83737087#9,2.661,0.065,0.059,0.0,28,1
-850585849#0,2.824,0.079,0.087,0.0,22,1
-106932685#3,2.707,0.064,0.044,0.0,29,1
464460459#2,3.670,0.112,0.094,1.0,12,1
106621767#2,3.009,0.053,0.059,2.0,63,1
-107537282#1,2.810,0.069,0.058,0.0,26,1
107537252#3,2.886,0.085,0.041,3.0,123,1
-681140076#1,2.093,0.123,0.106,0.0,39,1
258418599#0,2.764,0.049,0.044,0.0,37,1
107552029#2,2.706,0.046,0.046,0.0,40,1
-369011882,1.697,0.036,0.035,0.0,82,1
107537251#1,2.873,0.156,0.142,0.0,22,1
-106622537,1.403,0.733,0.733,1.0,6,1
-681140076#0,2.358,0.067,0.076,0.0,94,1
-258418601#1,3.065,0.108,0.103,4.0,61,1
107537249#9,4.223,0.040,0.040,0.0,30,1
751775952#1,2.537,0.061,0.058,1.0,33,1
-258418601#0,3.002,0.106,0.109,4.0,65,1
361119340,1.741,0.094,0.093,0.0,31,1
-83737073#6,2.285,0.115,0.115,1.0,20,1
-84718335#3,2.348,0.146,0.134,0.0,86,1
258418598#0,2.326,0.052,0.056,0.0,124,1
751775952#2,2.592,0.062,0.058,1.0,32,1
-83737073#5,2.470,0.128,0.116,1.0,17,1
107545509,3.436,0.082,0.091,1.0,18,1
-83737073#3,2.170,0.142,0.084,1.0,17,1
83737093#0,2.563,0.070,0.075,1.0,28,1
-106735202#6,2.768,0.139,0.107,0.0,13,1
-258418601#2,3.049,0.116,0.121,3.0,45,1
-83737073#1,2.944,0.154,0.140,0.0,11,1
106735199#1,4.051,0.051,0.044,1.0,25,1
385156769,2.415,0.066,0.062,1.0,32,1
106735199#2,4.159,0.052,0.068,0.0,23,1
83715124#4,2.710,0.118,0.079,0.0,15,1
106619705#0,2.425,0.060,0.068,1.0,35,1
-83715124#3,3.557,0.116,0.096,2.0,24,1
-107537249#8,4.006,0.052,0.054,1.0,48,1
-83715134#0,2.340,0.050,0.052,0.0,127,1
-107537271#1,2.946,0.152,0.138,1.0,11,1
-83715132#4,2.892,0.116,0.145,2.0,31,1
107537253,2.724,0.060,0.066,0.0,30,1
106618432,1.757,0.052,0.056,0.0,55,1
-107537735#2,2.093,0.056,0.053,0.0,85,1
83718175,3.919,21.797,58.540,0.0,3,0
106734628#0,4.061,0.051,0.042,0.0,24,1
106705254#0,2.140,0.068,0.065,0.0,69,1
83715126,1.759,0.045,0.051,0.0,61,1
-107537735#1,2.102,0.089,0.084,0.0,53,1
106705254#1,2.125,0.034,0.033,0.0,136,1
-107537735#0,1.722,0.069,0.077,0.0,42,1
106609647#3,1.750,0.068,0.068,0.0,40,1
107545503#1,2.995,0.055,0.055,2.0,61,1
-587605997,2.341,0.114,0.098,1.0,19,1
106931287#0,1.805,0.059,0.052,0.0,45,1
-711187488#6,1.748,0.050,0.053,0.0,57,1
-320534853#0,1.731,0.047,0.047,0.0,122,1
365435376#4,2.737,0.053,0.053,0.0,34,1
83715147#0,2.758,0.047,0.043,0.0,76,1
-194998625#1,1.896,0.138,0.162,0.0,17,1
-194998625#0,1.741,0.132,0.160,0.0,21,1
365435376#5,2.687,0.208,0.208,0.0,9,1
83715125#6,2.815,0.071,0.085,0.0,25,1
365435376#6,2.803,0.048,0.048,0.0,8,1
106927905#1,3.898,0.054,0.045,1.0,24,1
-258418175#2,1.721,0.089,0.082,0.0,65,1
-314619549#4,1.726,0.051,0.054,0.0,56,1
-648676594#2,2.793,0.043,0.042,0.0,41,1
-106934762#1,2.252,0.075,0.090,0.0,58,1
106705213#0,3.467,0.057,0.046,1.0,25,1
-314619549#2,2.837,0.081,0.073,0.0,22,1
-106735203#4,2.749,0.120,0.160,0.0,30,1
-369012895#8,1.932,0.143,0.179,0.0,16,1
711187485,2.777,0.055,0.051,0.0,33,1
-369012895#7,1.740,0.149,0.156,0.0,19,1
107537282#1,2.513,0.069,0.072,1.0,29,1
1010345628#0,2.899,0.142,0.236,1.0,12,1
-369012895#6,1.685,0.194,0.129,0.0,15,1
1010345628#1,4.271,0.189,0.189,0.0,6,1
-369012895#4,1.740,0.142,0.142,0.0,20,1
1010345628#2,4.236,0.108,0.099,0.0,11,1
107537282#2,2.530,0.040,0.041,1.0,49,1
106864179#5,2.174,0.126,0.116,1.0,19,1
1010345632,2.377,0.115,0.098,0.0,55,1
-369012895#3,1.750,0.140,0.133,0.0,21,1
258418180#1,3.575,0.197,0.249,0.0,28,1
106864179#6,2.689,0.120,0.075,0.0,16,1
761315157,2.393,0.115,0.129,0.0,71,1
-369012895#2,1.789,0.141,0.141,0.0,20,1
258418179,2.319,0.115,0.123,0.0,56,1
-369012895#1,1.896,0.149,0.165,0.0,18,1
258418177,3.454,0.186,0.234,0.0,23,1
-369012895#0,1.720,0.071,0.069,0.0,41,1
-107545503#1,2.740,0.055,0.061,3.0,99,1
107537281#0,2.738,0.074,0.061,0.0,24,1
107537281#1,2.748,0.111,0.139,0.0,16,1
107537736,4.194,0.050,0.042,0.0,24,1
1160114827#2,4.302,0.151,0.151,0.0,8,1
-107552036#0,1.743,0.030,0.029,0.0,189,1
106923040#1,2.729,0.041,0.046,0.0,44,1
-106923040#1,2.773,0.041,0.047,0.0,44,1
-106621540#1,1.744,0.036,0.037,0.0,78,1
-1205642267,2.292,0.136,0.160,1.0,17,1
55465884#0,1.513,0.118,0.122,66.0,29,1
106621531#1,1.762,0.035,0.036,0.0,82,1
106734701#3,2.301,0.119,0.108,0.0,11,1
-83715127#4,2.147,0.050,0.053,0.0,182,1
106621538#0,0.000,0.000,0.000,0.0,1,0
107553478,3.894,0.048,0.044,7.0,55,1
83715146#2,2.618,0.051,0.053,1.0,38,1
106734701#2,2.820,0.000,0.000,0.0,5,0
-1361549378#2,1.769,0.149,0.196,0.0,17,1
83715146#4,2.533,0.054,0.058,1.0,37,1
-370247665#2,2.533,0.047,0.052,1.0,42,1
106734628#3,4.232,0.042,0.030,0.0,28,1
1361549379#2,2.077,0.100,0.108,0.0,48,1
83619616#0,3.549,0.058,0.049,1.0,24,1
107537735#0,2.791,0.069,0.080,0.0,26,1
83619616#1,3.980,0.108,0.108,0.0,9,1
-389987764#1,2.760,0.020,0.020,0.0,181,1
369012895#0,2.018,0.071,0.067,0.0,105,1
1361549379#3,2.081,0.337,0.481,0.0,14,1
-83619584#2,2.867,0.086,0.082,0.0,21,1
370248374#2,1.551,0.747,1.442,0.0,7,1
-83619584#1,2.704,0.077,0.101,0.0,23,1
370248374#3,1.026,2.775,3.230,0.0,3,0
-464613766,1.736,0.133,0.121,0.0,22,1
369012895#1,1.951,0.149,0.144,0.0,51,1
1206199960,2.678,0.357,0.649,0.0,11,1
-83619626#1,3.617,0.087,0.109,1.0,16,1
-1369906859,2.812,0.223,0.279,0.0,16,1
369012895#2,2.105,0.141,0.137,0.0,50,1
106816334#0,2.156,0.025,0.024,0.0,186,1
258418472#0,2.805,0.079,0.069,0.0,23,1
-83619626#0,4.195,0.040,0.041,0.0,29,1
-106864635#3,2.685,0.053,0.061,0.0,35,1
-106734572#2,1.789,0.101,0.099,0.0,54,1
369012895#3,2.080,0.140,0.137,0.0,51,1
258418472#1,2.777,0.006,0.006,0.0,314,1
-435396620,4.160,0.021,0.021,0.0,58,1
369012895#4,2.166,0.142,0.176,0.0,32,1
316423887,2.800,0.037,0.036,0.0,49,1
369012895#6,2.192,0.194,0.168,0.0,23,1
369012895#7,1.856,0.149,0.114,0.0,18,1
107538686#2,3.649,0.051,0.039,2.0,54,1
-84718335#4,2.690,0.042,0.048,0.0,44,1
316423888,1.736,0.130,0.118,0.0,22,1
107538686#3,3.488,0.100,0.069,2.0,29,1
106734574#4,2.546,0.045,0.043,1.0,44,1
107538686#4,3.433,0.101,0.105,2.0,29,1
-519184098#0,1.762,0.040,0.041,0.0,68,1
-106705254#0,2.705,0.068,0.075,0.0,27,1
106734574#5,2.709,0.038,0.039,1.0,49,1
-106621538#1,4.309,0.000,0.000,0.0,1,0
435387536,1.786,0.032,0.035,0.0,84,1
681140075#2,3.288,0.136,0.124,1.0,11,1
435387534#0,2.302,0.148,0.111,1.0,15,1
464436713,1.694,0.046,0.047,0.0,64,1
-83715135#0,1.697,0.051,0.055,0.0,56,1
-712906086#0,2.758,0.004,0.004,0.0,435,1
435383369#1,2.334,0.129,0.133,1.0,17,1
-361113166#2,3.156,0.145,0.241,1.0,12,1
435383369#2,2.645,0.116,0.136,0.0,17,1
-106620519#4,2.115,0.458,0.458,1.0,7,1
-106620519#3,3.545,0.193,0.193,1.0,8,1
-435387534#1,3.836,0.062,0.059,1.0,21,1
435383367,1.717,0.030,0.028,0.0,97,1
-106923052#11,1.707,0.048,0.051,0.0,61,1
-106620519#2,1.659,0.503,0.503,1.0,5,0
83715139#0,1.775,0.050,0.055,0.0,55,1
-106620519#1,2.861,0.225,0.225,1.0,8,1
-106620519#0,2.902,0.164,0.143,1.0,12,1
106735159#6,1.810,0.119,0.142,0.0,42,1
-106735199#2,2.637,0.052,0.057,2.0,73,1
83715139#1,1.750,0.051,0.054,0.0,56,1
314619549#6,1.847,0.137,0.152,0.0,18,1
314619549#7,1.711,0.375,0.375,0.0,8,1
-106735199#1,2.528,0.051,0.052,2.0,78,1
-106923052#8,1.736,0.052,0.057,0.0,55,1
369010054#0,3.665,0.068,0.068,1.0,20,1
83715139#2,1.729,0.050,0.051,0.0,58,1
-106735199#0,2.539,0.067,0.067,1.0,30,1
-83737106#4,2.115,0.027,0.026,0.0,176,1
314619549#11,1.792,0.052,0.055,0.0,54,1
365435378#1,3.689,0.103,0.158,1.0,13,1
519184098#4,2.761,0.139,0.107,0.0,13,1
-106923052#7,1.776,0.048,0.050,0.0,58,1
1205561604,1.566,0.224,0.224,16.0,30,1
519184106#0,2.577,0.056,0.060,1.0,35,1
519184106#1,2.782,0.052,0.045,1.0,35,1
385156777#0,3.769,0.060,0.054,1.0,22,1
-83715120#1,2.562,0.050,0.048,1.0,39,1
-107537270#1,1.799,0.129,0.123,0.0,21,1
-107552048#1,1.624,0.186,0.123,0.0,17,1
-107537270#0,1.706,0.087,0.093,0.0,34,1
-107552048#0,1.799,0.075,0.063,0.0,36,1
-83715120#0,2.626,0.048,0.048,1.0,40,1
106618194,3.297,0.028,0.031,0.0,108,1
-320534853#1,1.819,0.051,0.051,0.0,54,1
306604143,3.201,0.046,0.045,0.0,67,1
-106621768#2,1.766,0.048,0.049,0.0,59,1
107553469#0,2.132,0.207,0.129,0.0,22,1
83715132#5,3.173,0.121,0.186,2.0,26,1
-83715127#5,2.318,0.050,0.055,0.0,128,1
107538686#5,3.739,0.084,0.052,1.0,16,1
385156780#0,3.599,0.056,0.056,1.0,25,1
106618577#1,2.741,0.070,0.054,0.0,26,1
107553457,3.771,0.047,0.050,1.0,28,1
106622166,2.607,0.094,0.104,0.0,20,1
106621544,2.783,0.030,0.031,0.0,59,1
-106622167#1,1.701,0.133,0.121,0.0,22,1
390913775,2.555,0.050,0.051,1.0,39,1
-106927888,3.994,0.025,0.026,1.0,49,1
681140076#1,1.801,0.123,0.107,0.0,23,1
17735530#0,1.691,0.069,0.067,0.0,41,1
681140076#2,1.745,0.109,0.096,0.0,26,1
681140076#3,1.669,0.105,0.113,0.0,28,1
-107553469#3,2.188,0.345,0.353,0.0,12,1
-107553469#2,1.958,0.049,0.049,0.0,157,1
681140076#4,1.736,0.151,0.159,0.0,19,1
-830986871,3.790,0.027,0.029,1.0,48,1
1078320773,2.689,0.052,0.058,0.0,36,1
1160112130,2.743,0.144,0.171,0.0,13,1
1205960028#2,2.820,0.125,0.089,10.0,14,1
-106621533,1.740,0.045,0.045,0.0,61,1
-83737073#0,2.173,0.110,0.140,1.0,21,1
1010345630#0,2.923,0.000,0.000,0.0,1,0
107537735#1,1.752,0.089,0.089,0.0,30,1
-83715127#3,2.175,0.051,0.053,0.0,90,1
107537735#2,1.722,0.056,0.060,0.0,52,1
69422025#2,3.663,0.068,0.068,1.0,20,1
69422025#3,3.734,0.059,0.076,1.0,23,1
-83715127#1,2.045,0.114,0.104,0.0,42,1
-83715127#0,2.123,0.055,0.057,0.0,86,1
107537735#3,1.610,0.000,0.000,0.0,3,0
107537275#3,2.717,0.158,0.132,0.0,12,1
1010345635,1.907,0.245,0.097,10.0,65,1
519184099#4,4.217,0.027,0.030,0.0,89,1
-1271872066#2,3.405,0.114,0.163,1.0,14,1
-306603678,4.223,0.020,0.021,0.0,58,1
-106927887#0,2.588,0.055,0.063,1.0,35,1
-1271872066#1,4.169,0.130,0.130,0.0,9,1
-107537251#2,2.653,0.111,0.131,0.0,17,1
106934771#6,1.747,0.105,0.096,0.0,27,1
-385156780#2,2.932,0.238,0.238,1.0,7,1
-385156780#1,3.710,0.062,0.056,1.0,22,1
107552039#1,2.774,0.057,0.055,0.0,31,1
-107537249#7,4.042,0.052,0.065,1.0,24,1
-106735198#1,3.845,0.027,0.028,1.0,48,1
-107537249#6,3.860,0.050,0.058,1.0,26,1
-107537249#5,3.883,0.038,0.042,1.0,34,1
-258418698#2,3.767,0.055,0.069,1.0,24,1
106735202#5,2.846,0.120,0.172,0.0,14,1
106735202#6,2.720,0.139,0.198,0.0,13,1
1361549379#1,2.604,0.113,0.103,0.0,17,1
-107545509,3.867,0.082,0.053,1.0,16,1
106618426,2.736,0.053,0.047,0.0,34,1
-1205960028#0,4.117,0.096,0.080,0.0,12,1
-306611173#1,4.207,0.087,0.118,0.0,14,1
-369011878#1,4.055,0.116,0.106,0.0,11,1
-83715127#7,1.689,0.050,0.048,0.0,56,1
106618431#4,3.092,0.136,0.227,1.0,12,1
-107552038#1,2.043,0.244,0.222,1.0,11,1
106618431#5,3.241,0.121,0.093,1.0,13,1
-107552038#0,2.332,0.129,0.151,1.0,17,1
106618431#6,3.360,0.115,0.089,1.0,13,1
83737071#3,2.183,0.061,0.057,0.0,75,1
106618431#7,4.137,0.035,0.041,0.0,34,1
-83715127#6,1.778,0.050,0.051,0.0,57,1
306604006#7,4.293,0.084,0.117,0.0,13,1
-107553469#6,2.687,0.053,0.045,0.0,35,1
-106734576,2.750,0.033,0.030,0.0,55,1
751775951#3,1.818,0.056,0.058,0.0,49,1
-107553469#4,2.617,0.000,0.000,0.0,4,0
390899290#0,1.690,0.057,0.055,0.0,52,1
1205352351#0,2.718,0.056,0.067,0.0,33,1
-320533881#1,1.818,0.183,0.141,0.0,13,1
106734628#1,2.265,0.124,0.090,1.0,18,1
106734628#2,2.426,0.117,0.111,1.0,18,1
-83715147#3,3.600,0.049,0.053,1.0,28,1
711187488#2,1.696,0.094,0.089,0.0,31,1
-320533882,1.699,0.129,0.117,0.0,22,1
711187488#3,1.753,0.148,0.155,0.0,19,1
-389989194#0,2.647,0.025,0.024,1.0,75,1
306603560#3,1.683,0.109,0.081,0.0,27,1
-107537275#2,3.229,0.092,0.095,1.0,17,1
258418709#0,1.736,0.044,0.041,0.0,64,1
-107537275#1,4.208,0.027,0.025,0.0,43,1
-107545513#0,3.794,0.044,0.044,1.0,30,1
106734534#1,2.376,0.133,0.156,1.0,17,1
-107545522#0,2.732,0.116,0.145,0.0,16,1
106734534#2,2.377,0.093,0.116,1.0,23,1
-83715133,1.752,0.052,0.048,0.0,55,1
106734534#3,2.492,0.085,0.098,1.0,24,1
-83715132#0,2.631,0.206,0.206,0.0,9,1
106923050#1,2.621,0.058,0.055,1.0,33,1
106923050#2,2.631,0.060,0.056,1.0,32,1
107552039#0,2.618,0.049,0.051,1.0,39,1
-107552036#1,1.756,0.047,0.045,0.0,58,1
-106934771#6,1.751,0.105,0.092,0.0,27,1
316423635,1.648,0.083,0.093,0.0,36,1
106620214#3,4.237,0.048,0.060,0.0,24,1
1205969618#0,2.635,0.075,0.058,1.0,26,1
83737109,1.782,0.061,0.059,0.0,44,1
1205969618#1,2.629,0.054,0.047,1.0,35,1
464609492#2,2.022,0.193,0.191,0.0,25,1
106621771#1,3.989,0.037,0.032,1.0,34,1
106621771#2,4.299,0.141,0.141,0.0,8,1
505633108,2.750,0.050,0.040,0.0,37,1
258418101#4,2.564,0.044,0.048,1.0,45,1
106734535#2,3.788,0.039,0.037,1.0,34,1
369012903,4.208,0.097,0.081,0.0,12,1
320534854,2.692,0.120,0.148,0.0,15,1
106621534#1,2.712,0.147,0.242,0.0,12,1
-106929061#1,1.790,0.058,0.060,0.0,48,1
106932685#3,1.716,0.065,0.070,0.0,43,1
-106621532,2.389,0.089,0.074,1.0,24,1
-106929061#0,1.786,0.066,0.077,0.0,42,1
1010345630#3,4.694,0.000,0.000,0.0,1,0
809337646#0,2.728,0.016,0.016,0.0,116,1
108831366,2.126,0.000,0.000,0.0,5,0
-83737106#7,1.731,0.014,0.014,0.0,202,1
-464436714#2,2.672,0.059,0.055,0.0,32,1
-519184106#1,4.313,0.052,0.047,0.0,22,1
-106735202#5,1.839,0.120,0.128,0.0,23,1
-464436714#1,2.791,0.077,0.099,0.0,23,1
-519184105,2.685,0.116,0.106,0.0,16,1
107537273#1,2.581,0.054,0.055,1.0,37,1
-519184104#0,4.181,0.057,0.054,0.0,21,1
-464436714#0,2.740,0.037,0.037,0.0,50,1
-107553461,2.745,0.048,0.050,0.0,38,1
107552045#4,2.799,0.218,0.218,1.0,8,1
107537273#2,2.808,0.052,0.045,0.0,34,1
-681140075#1,3.120,0.147,0.134,1.0,11,1
369012906,4.109,0.031,0.031,0.0,40,1
106620091#1,2.737,0.083,0.101,0.0,21,1
-681140075#0,3.996,0.085,0.057,0.0,15,1
106620091#2,3.067,0.152,0.138,1.0,11,1
-106864633#2,2.757,0.002,0.002,0.0,186,1
-306620331#0,1.714,0.116,0.119,0.0,25,1
194998631#1,2.229,0.132,0.156,1.0,17,1
361115015#2,2.683,0.063,0.063,0.0,30,1
106734697#2,3.601,0.066,0.063,1.0,21,1
194998631#2,2.368,0.151,0.155,1.0,15,1
194998631#3,2.418,0.140,0.167,1.0,15,1
361113042#3,2.721,0.036,0.035,0.0,51,1
106733613#1,3.787,0.066,0.066,1.0,20,1
83715146#1,2.711,0.050,0.044,1.0,37,1
258418495,4.103,0.057,0.076,0.0,15,1
106734635,2.682,0.052,0.069,0.0,11,1
314619550#0,3.959,0.101,0.101,0.0,6,1
